datum,pacient_prvni_zaznam,kum_pacient_prvni_zaznam,pocet_hosp,stav_bez_priznaku,stav_lehky,stav_stredni,stav_tezky,jip,kyslik,hfno,upv,ecmo,tezky_upv_ecmo,umrti,kum_umrti
2021-06-09,15,135272,254,22,80,114,38,55,92,18,17,3,39,2,26919
2021-06-10,18,135290,232,24,76,97,35,52,78,16,15,2,36,5,26924
2021-06-11,10,135300,183,20,66,76,21,37,60,9,9,0,21,1,26925
2021-06-12,8,135308,158,14,51,69,24,36,52,10,10,0,24,2,26927
2021-06-13,5,135313,152,13,52,64,23,34,51,10,11,0,23,2,26929
2021-06-14,9,135322,168,19,58,65,26,36,54,11,11,1,26,0,26929
2021-06-15,9,135331,141,21,41,60,19,26,46,8,9,1,19,3,26932
2021-06-16,6,135337,120,20,33,52,15,24,41,4,9,1,15,1,26933
2021-06-17,24,135361,119,24,25,53,17,23,40,5,9,1,17,4,26937
2021-06-18,8,135369,111,26,26,41,18,21,30,6,11,0,18,3,26940
2021-06-19,10,135379,86,13,24,36,13,18,28,4,9,0,14,0,26940
2021-06-20,2,135381,84,13,24,35,12,20,29,3,9,0,13,1,26941
2021-06-21,8,135389,90,18,26,33,13,18,30,3,10,0,14,0,26941
2021-06-22,7,135396,87,18,24,31,14,17,26,4,9,0,15,2,26943
2021-06-23,7,135403,83,18,19,35,11,14,26,4,7,0,12,0,26943
2021-06-24,4,135407,81,20,21,27,13,16,21,4,8,1,14,2,26945
2021-06-25,6,135413,67,19,22,16,10,16,9,4,7,0,11,1,26946
2021-06-26,2,135415,56,16,16,14,10,13,9,4,7,0,11,2,26948
2021-06-27,2,135417,57,16,17,16,8,12,11,2,7,0,9,0,26948
2021-06-28,7,135424,63,17,21,16,9,14,10,2,8,0,10,0,26948
2021-06-29,2,135426,58,15,19,13,11,15,11,4,6,0,11,0,26948
2021-06-30,10,135436,58,15,20,13,10,13,8,4,5,0,10,1,26949
2021-07-01,4,135440,49,11,13,17,8,14,11,4,4,0,8,1,26950
2021-07-02,2,135442,39,13,7,13,6,7,10,2,3,0,6,1,26951
2021-07-03,2,135444,28,7,4,12,5,6,9,2,3,0,5,0,26951
2021-07-04,3,135447,31,7,8,12,4,7,9,2,2,0,4,2,26953
2021-07-05,2,135449,33,6,9,14,4,11,10,3,1,0,4,0,26953
2021-07-06,0,135449,32,6,10,12,4,11,6,3,1,0,4,0,26953
2021-07-07,8,135457,42,10,9,20,3,12,12,2,1,0,3,1,26954
2021-07-08,4,135461,39,8,11,16,4,11,7,2,2,0,4,0,26954
2021-07-09,5,135466,35,6,11,14,4,8,10,2,2,0,4,0,26954
2021-07-10,3,135469,25,4,6,12,3,7,10,1,2,0,3,0,26954
2021-07-11,5,135474,25,2,6,15,2,8,12,0,2,0,2,0,26954
2021-07-12,8,135482,34,2,10,19,3,9,16,1,2,0,3,0,26954
2021-07-13,0,135482,32,4,10,15,3,8,14,1,2,0,3,0,26954
2021-07-14,5,135487,29,5,5,14,5,9,13,2,3,0,5,0,26954
2021-07-15,6,135493,30,3,3,18,6,9,16,3,3,0,6,0,26954
2021-07-16,6,135499,32,2,5,18,7,10,13,3,3,0,7,2,26956
2021-07-17,4,135503,30,4,5,15,6,9,11,4,2,0,6,0,26956
2021-07-18,2,135505,32,4,7,14,7,10,9,4,3,0,7,1,26957
2021-07-19,10,135515,44,8,9,21,6,10,15,3,3,0,6,2,26959
2021-07-20,5,135520,41,5,12,18,6,5,12,3,2,0,6,0,26959
2021-07-21,6,135526,41,5,12,19,5,8,15,3,1,0,5,1,26960
2021-07-22,6,135532,41,4,11,20,6,12,13,2,2,0,6,0,26960
2021-07-23,5,135537,40,5,13,17,5,11,13,2,2,0,6,0,26960
2021-07-24,6,135543,38,5,7,22,4,8,18,3,2,0,5,0,26960
2021-07-25,8,135551,45,6,12,23,4,9,20,2,3,0,5,0,26960
2021-07-26,14,135565,57,10,16,25,6,9,20,3,3,0,7,0,26960
2021-07-27,3,135568,52,8,12,25,7,10,22,3,5,0,8,0,26960
2021-07-28,7,135575,52,5,14,26,7,11,23,2,5,0,8,0,26960
2021-07-29,11,135586,58,5,13,31,9,14,28,5,5,0,10,0,26960
2021-07-30,4,135590,58,5,15,27,11,16,25,7,5,1,11,0,26960
2021-07-31,5,135595,54,3,14,25,12,17,22,5,7,1,12,2,26962
2021-08-01,4,135599,48,4,8,25,11,16,23,6,5,1,11,1,26963
2021-08-02,9,135608,57,9,11,25,12,14,25,5,6,1,12,1,26964
2021-08-03,3,135611,51,5,10,25,11,16,23,4,7,1,11,0,26964
2021-08-04,12,135623,55,5,11,28,11,17,25,3,8,1,11,0,26964
2021-08-05,3,135626,55,8,9,27,11,16,22,3,8,1,11,1,26965
2021-08-06,9,135635,56,4,13,28,11,14,23,3,8,1,11,2,26967
2021-08-07,6,135641,56,5,14,27,10,12,24,4,6,0,10,0,26967
2021-08-08,2,135643,55,6,15,21,13,15,19,7,6,0,13,0,26967
2021-08-09,7,135650,64,9,14,26,15,17,23,8,6,0,15,1,26968
2021-08-10,7,135657,58,6,16,21,15,16,19,8,7,0,15,0,26968
2021-08-11,7,135664,61,7,18,18,18,18,16,9,8,0,18,1,26969
2021-08-12,5,135669,61,4,16,25,16,18,21,8,7,0,16,0,26969
2021-08-13,6,135675,54,4,11,24,15,17,17,8,7,0,15,0,26969
2021-08-14,9,135684,57,5,10,26,16,18,20,9,7,0,16,0,26969
2021-08-15,5,135689,58,6,12,25,15,15,19,8,7,0,15,2,26971
2021-08-16,10,135699,69,9,13,31,16,17,26,10,6,0,16,2,26973
2021-08-17,7,135706,69,4,21,28,16,17,24,9,5,0,16,1,26974
2021-08-18,9,135715,72,5,20,33,14,16,28,9,5,1,14,2,26976
2021-08-19,10,135725,69,4,15,36,14,17,31,9,4,1,14,0,26976
2021-08-20,10,135735,71,6,17,35,13,17,26,9,4,1,13,1,26977
2021-08-21,6,135741,60,4,13,32,11,15,25,8,3,0,11,0,26977
2021-08-22,6,135747,65,4,17,33,11,16,27,7,4,0,11,0,26977
2021-08-23,8,135755,69,7,19,31,12,17,26,8,4,0,12,0,26977
2021-08-24,11,135766,68,6,20,31,11,15,22,8,3,0,11,1,26978
2021-08-25,10,135776,71,6,22,29,14,18,21,11,3,0,14,2,26980
2021-08-26,7,135783,69,5,26,26,12,16,18,10,2,0,12,0,26980
2021-08-27,7,135790,62,9,21,22,10,14,17,8,2,0,10,1,26981
2021-08-28,5,135795,56,6,17,23,10,13,18,7,2,0,10,2,26983
2021-08-29,3,135798,54,6,18,22,8,9,15,6,2,0,8,1,26984
2021-08-30,4,135802,60,8,21,22,9,10,18,6,3,0,9,0,26984
2021-08-31,9,135811,55,3,17,29,6,10,25,2,4,0,6,0,26984
2021-09-01,15,135826,62,8,17,28,9,12,23,4,4,0,9,0,26984
2021-09-02,10,135836,64,5,22,26,11,13,22,7,4,0,11,2,26986
2021-09-03,14,135850,63,5,25,22,11,14,18,8,3,0,11,0,26986
2021-09-04,7,135857,60,6,20,26,8,16,23,6,2,0,8,0,26986
2021-09-05,10,135867,68,4,23,34,7,16,28,5,2,0,7,0,26986
2021-09-06,17,135884,91,7,27,45,12,23,38,8,3,2,12,0,26986
2021-09-07,13,135897,96,4,27,49,16,26,41,12,3,2,16,2,26988
2021-09-08,15,135912,101,4,26,56,15,24,45,10,4,1,15,1,26989
2021-09-09,16,135928,112,8,31,58,15,22,46,11,4,1,15,0,26989
2021-09-10,13,135941,116,6,39,56,15,24,51,11,4,1,15,0,26989
2021-09-11,12,135953,114,5,31,61,17,27,54,11,6,1,17,0,26989
2021-09-12,17,135970,126,7,28,71,20,31,63,12,8,1,20,2,26991
2021-09-13,29,135999,156,10,50,74,22,35,67,11,10,1,22,0,26991
2021-09-14,25,136024,162,11,44,81,26,41,73,14,12,1,26,3,26994
2021-09-15,17,136041,167,8,55,74,30,38,64,16,12,2,30,3,26997
2021-09-16,19,136060,165,12,49,72,32,43,62,18,14,2,32,0,26997
2021-09-17,31,136091,180,20,58,68,34,45,57,20,14,1,34,2,26999
2021-09-18,9,136100,158,16,40,71,31,42,60,16,16,1,32,3,27002
2021-09-19,14,136114,161,17,42,74,28,39,64,13,14,1,28,2,27004
2021-09-20,23,136137,180,17,58,75,30,41,64,11,16,2,30,4,27008
2021-09-21,19,136156,176,22,47,79,28,39,66,11,15,2,28,2,27010
2021-09-22,17,136173,178,18,49,84,27,37,64,10,15,2,27,2,27012
2021-09-23,21,136194,180,21,52,79,28,38,64,10,17,1,28,3,27015
2021-09-24,27,136221,186,23,40,92,31,42,76,13,17,2,31,0,27015
2021-09-25,20,136241,187,20,34,98,35,46,79,16,19,2,35,2,27017
2021-09-26,16,136257,196,22,40,102,32,45,81,13,20,1,32,0,27017
2021-09-27,34,136291,228,26,45,119,38,49,96,14,23,1,38,0,27017
2021-09-28,16,136307,225,24,50,109,42,53,96,15,27,1,42,3,27020
2021-09-29,36,136343,252,29,57,127,39,51,110,12,26,1,39,5,27025
2021-09-30,31,136374,249,40,51,121,37,50,104,12,24,1,37,1,27026
2021-10-01,29,136403,240,33,59,118,30,45,99,6,24,1,30,1,27027
2021-10-02,27,136430,229,13,63,118,35,43,101,10,23,2,35,1,27028
2021-10-03,25,136455,242,14,64,129,35,50,106,9,23,3,35,4,27032
2021-10-04,53,136508,294,32,71,150,41,56,120,14,26,2,41,4,27036
2021-10-05,40,136548,296,20,64,160,52,70,134,23,27,2,52,2,27038
2021-10-06,53,136601,319,28,74,149,68,84,122,40,26,2,68,4,27042
2021-10-07,39,136640,311,23,77,150,61,74,126,31,26,2,61,3,27045
2021-10-08,51,136691,337,27,88,159,63,77,130,32,27,4,63,4,27049
2021-10-09,30,136721,328,24,78,169,57,76,144,27,27,3,57,3,27052
2021-10-10,34,136755,345,22,83,180,60,76,154,29,26,3,60,4,27056
2021-10-11,80,136835,420,31,111,201,77,98,166,37,35,3,77,5,27061
2021-10-12,62,136897,438,34,106,211,87,111,178,41,41,3,87,6,27067
2021-10-13,63,136960,463,29,122,224,88,112,188,44,40,2,88,6,27073
2021-10-14,57,137017,487,29,137,226,95,114,189,48,41,2,95,6,27079
2021-10-15,82,137099,516,43,138,243,92,113,210,43,46,2,92,10,27089
2021-10-16,70,137169,508,26,151,245,86,109,201,36,46,2,86,8,27097
2021-10-17,50,137219,532,32,151,257,92,113,206,39,48,3,92,11,27108
2021-10-18,133,137352,653,48,208,292,105,130,244,44,53,3,105,11,27119
2021-10-19,142,137494,716,58,229,319,110,143,269,53,53,4,110,9,27128
2021-10-20,117,137611,785,64,248,358,115,136,312,52,58,5,115,7,27135
2021-10-21,122,137733,828,65,249,391,123,140,345,54,63,4,123,10,27145
2021-10-22,157,137890,904,66,283,428,127,149,381,60,60,4,127,11,27156
2021-10-23,111,138001,915,69,262,452,132,149,399,64,62,4,133,13,27169
2021-10-24,108,138109,975,71,279,476,149,160,418,74,69,4,150,18,27187
2021-10-25,214,138323,1153,103,388,493,169,169,431,70,80,5,169,20,27207
2021-10-26,258,138581,1268,129,409,552,178,192,481,82,84,3,180,15,27222
2021-10-27,229,138810,1365,108,454,619,184,208,535,88,84,4,185,21,27243
2021-10-28,165,138975,1360,91,461,619,189,202,549,94,79,4,190,26,27269
2021-10-29,258,139233,1529,136,516,681,196,230,599,100,92,4,197,21,27290
2021-10-30,185,139418,1543,110,503,713,217,235,632,109,98,6,218,20,27310
2021-10-31,199,139617,1670,122,525,771,252,260,692,128,115,5,253,24,27334
2021-11-01,351,139968,1982,162,641,899,280,301,789,137,130,8,280,24,27358
2021-11-02,248,140216,2058,160,644,966,288,296,843,145,127,8,288,17,27375
